TOTAL_REVENUE,NUMBER_OF_UNITS_SOLD,NUMBER_OF_SALES,UNITS_SOLD,HOUR_OF_DAY,DAY_OF_WEEK,TIME_BUCKET,PRODUCT_DETAIL,PRODUCT_TYPE,STORE_LOCATION,PRODUCT_CATEGORY
147.00,42,22,42,10,Thu,morning,Ethiopia Lg,Gourmet brewed coffee,Hell's Kitchen,Coffee
48.00,24,16,24,10,Thu,morning,Columbian Medium Roast Sm,Gourmet brewed coffee,Lower Manhattan,Coffee
51.00,17,12,17,10,Thu,morning,Brazilian Rg,Organic brewed coffee,Hell's Kitchen,Coffee
48.45,19,13,19,10,Thu,morning,Spicy Eye Opener Chai Rg,Brewed Chai tea,Hell's Kitchen,Tea
86.40,33,30,33,10,Thu,morning,Ouro Brasileiro shot,Barista Espresso,Hell's Kitchen,Coffee
55.00,22,15,22,10,Thu,morning,Serenity Green Tea Rg,Brewed Green tea,Hell's Kitchen,Tea
72.00,24,15,24,10,Thu,morning,Earl Grey Lg,Brewed Black tea,Hell's Kitchen,Tea
90.00,20,12,20,10,Thu,morning,Dark chocolate Lg,Hot chocolate,Hell's Kitchen,Drinking Chocolate
42.25,13,13,13,10,Thu,morning,Hazelnut Biscotti,Biscotti,Hell's Kitchen,Bakery
19.80,9,6,9,11,Thu,morning,Brazilian Sm,Organic brewed coffee,Lower Manhattan,Coffee
63.00,21,12,21,11,Thu,morning,Traditional Blend Chai Lg,Brewed Chai tea,Astoria,Tea
67.50,18,13,18,11,Thu,morning,Cappuccino,Barista Espresso,Astoria,Coffee
24.80,8,5,8,11,Thu,morning,Jamaican Coffee River Rg,Premium brewed coffee,Lower Manhattan,Coffee
57.50,23,16,23,11,Thu,morning,Morning Sunrise Chai Rg,Brewed Chai tea,Hell's Kitchen,Tea
87.50,25,16,25,11,Thu,morning,Ethiopia Lg,Gourmet brewed coffee,Hell's Kitchen,Coffee
37.50,15,9,15,11,Thu,morning,Morning Sunrise Chai Rg,Brewed Chai tea,Lower Manhattan,Tea
32.50,13,9,13,11,Thu,morning,Lemon Grass Rg,Brewed herbal tea,Astoria,Tea
45.00,15,10,15,11,Thu,morning,English Breakfast Lg,Brewed Black tea,Astoria,Tea
30.80,14,7,14,11,Thu,morning,Brazilian Sm,Organic brewed coffee,Astoria,Coffee
13.00,4,4,4,11,Thu,morning,Hazelnut Biscotti,Biscotti,Astoria,Bakery
57.00,12,7,12,11,Thu,morning,Sustainably Grown Organic Lg,Hot chocolate,Astoria,Drinking Chocolate
36.00,12,7,12,11,Thu,morning,Earl Grey Lg,Brewed Black tea,Hell's Kitchen,Tea
48.40,22,15,22,11,Thu,morning,Brazilian Sm,Organic brewed coffee,Hell's Kitchen,Coffee
27.50,11,7,11,11,Thu,morning,Peppermint Rg,Brewed herbal tea,Hell's Kitchen,Tea
30.00,8,8,8,11,Thu,morning,Almond Croissant,Pastry,Hell's Kitchen,Bakery
78.00,26,15,26,11,Thu,morning,Peppermint Lg,Brewed herbal tea,Hell's Kitchen,Tea
78.75,21,12,21,11,Thu,morning,Sustainably Grown Organic Rg,Hot chocolate,Hell's Kitchen,Drinking Chocolate
22.50,9,8,9,11,Thu,morning,English Breakfast Rg,Brewed Black tea,Astoria,Tea
28.00,7,4,7,12,Thu,afternoon,Morning Sunrise Chai Lg,Brewed Chai tea,Lower Manhattan,Tea
24.50,7,7,7,12,Thu,afternoon,Croissant,Pastry,Lower Manhattan,Bakery
42.00,12,6,12,12,Thu,afternoon,Brazilian Lg,Organic brewed coffee,Hell's Kitchen,Coffee
15.00,5,5,5,12,Thu,afternoon,Oatmeal Scone,Scone,Hell's Kitchen,Bakery
58.90,19,10,19,12,Thu,afternoon,Jamaican Coffee River Rg,Premium brewed coffee,Hell's Kitchen,Coffee
49.00,14,11,14,12,Thu,afternoon,Dark chocolate Rg,Hot chocolate,Astoria,Drinking Chocolate
51.00,20,13,20,12,Thu,afternoon,Spicy Eye Opener Chai Rg,Brewed Chai tea,Astoria,Tea
52.50,14,9,14,12,Thu,afternoon,Cappuccino,Barista Espresso,Astoria,Coffee
41.25,11,11,11,12,Thu,afternoon,Almond Croissant,Pastry,Astoria,Bakery
40.00,16,10,16,12,Thu,afternoon,Our Old Time Diner Blend Rg,Drip coffee,Lower Manhattan,Coffee
35.00,10,6,10,12,Thu,afternoon,Dark chocolate Rg,Hot chocolate,Lower Manhattan,Drinking Chocolate
12.00,4,4,4,12,Thu,afternoon,Oatmeal Scone,Scone,Lower Manhattan,Bakery
48.00,16,11,16,12,Thu,afternoon,Brazilian Rg,Organic brewed coffee,Hell's Kitchen,Coffee
21.70,7,5,7,12,Thu,afternoon,Spicy Eye Opener Chai Lg,Brewed Chai tea,Hell's Kitchen,Tea
62.50,25,18,25,13,Thu,afternoon,Earl Grey Rg,Brewed Black tea,Astoria,Tea
90.00,20,12,20,13,Thu,afternoon,Dark chocolate Lg,Hot chocolate,Astoria,Drinking Chocolate
18.00,6,6,6,13,Thu,afternoon,Earl Grey Lg,Brewed Black tea,Lower Manhattan,Tea
45.00,15,10,15,13,Thu,afternoon,Lemon Grass Lg,Brewed herbal tea,Hell's Kitchen,Tea
30.00,12,9,12,13,Thu,afternoon,Traditional Blend Chai Rg,Brewed Chai tea,Astoria,Tea
33.00,11,8,11,13,Thu,afternoon,Columbian Medium Roast Lg,Gourmet brewed coffee,Astoria,Coffee
22.50,6,6,6,13,Thu,afternoon,Chocolate Croissant,Pastry,Astoria,Bakery
25.00,10,6,10,13,Thu,afternoon,Earl Grey Rg,Brewed Black tea,Hell's Kitchen,Tea
84.00,24,13,24,13,Thu,afternoon,Brazilian Lg,Organic brewed coffee,Astoria,Coffee
28.00,8,8,8,13,Thu,afternoon,Chocolate Chip Biscotti,Biscotti,Astoria,Bakery
33.00,15,11,15,13,Thu,afternoon,Brazilian Sm,Organic brewed coffee,Hell's Kitchen,Coffee
46.50,15,8,15,13,Thu,afternoon,Jamaican Coffee River Rg,Premium brewed coffee,Hell's Kitchen,Coffee
17.50,7,7,7,13,Thu,afternoon,Our Old Time Diner Blend Rg,Drip coffee,Hell's Kitchen,Coffee
36.00,12,9,12,13,Thu,afternoon,Ethiopia Rg,Gourmet brewed coffee,Lower Manhattan,Coffee
35.00,14,10,14,13,Thu,afternoon,Morning Sunrise Chai Rg,Brewed Chai tea,Hell's Kitchen,Tea
80.75,19,13,19,13,Thu,afternoon,Latte Rg,Barista Espresso,Astoria,Coffee
45.00,15,10,15,13,Thu,afternoon,Brazilian Rg,Organic brewed coffee,Hell's Kitchen,Coffee
22.50,6,6,6,13,Thu,afternoon,Almond Croissant,Pastry,Hell's Kitchen,Bakery
15.00,4,4,4,13,Thu,afternoon,Jumbo Savory Scone,Scone,Hell's Kitchen,Bakery
15.00,4,4,4,13,Thu,afternoon,Chocolate Croissant,Pastry,Hell's Kitchen,Bakery
72.25,17,11,17,13,Thu,afternoon,Latte Rg,Barista Espresso,Lower Manhattan,Coffee
27.50,11,7,11,13,Thu,afternoon,English Breakfast Rg,Brewed Black tea,Hell's Kitchen,Tea
44.10,18,13,18,13,Thu,afternoon,Jamaican Coffee River Sm,Premium brewed coffee,Lower Manhattan,Coffee
32.50,10,9,10,14,Thu,afternoon,Hazelnut Biscotti,Biscotti,Astoria,Bakery
45.00,15,12,15,14,Thu,afternoon,Brazilian Rg,Organic brewed coffee,Astoria,Coffee
39.00,13,9,13,14,Thu,afternoon,Our Old Time Diner Blend Lg,Drip coffee,Astoria,Coffee
20.00,8,5,8,14,Thu,afternoon,Earl Grey Rg,Brewed Black tea,Astoria,Tea
27.00,6,6,6,14,Thu,afternoon,Scottish Cream Scone ,Scone,Lower Manhattan,Bakery
45.00,12,8,12,14,Thu,afternoon,Cappuccino,Barista Espresso,Astoria,Coffee
71.25,15,9,15,14,Thu,afternoon,Sustainably Grown Organic Lg,Hot chocolate,Hell's Kitchen,Drinking Chocolate
56.25,15,9,15,14,Thu,afternoon,Sustainably Grown Organic Rg,Hot chocolate,Hell's Kitchen,Drinking Chocolate
31.50,7,7,7,14,Thu,afternoon,Scottish Cream Scone ,Scone,Hell's Kitchen,Bakery
19.80,9,6,9,14,Thu,afternoon,Ethiopia Sm,Gourmet brewed coffee,Hell's Kitchen,Coffee
29.25,9,9,9,14,Thu,afternoon,Ginger Scone,Scone,Astoria,Bakery
52.50,14,11,14,14,Thu,afternoon,Jamaican Coffee River Lg,Premium brewed coffee,Astoria,Coffee
48.00,12,8,12,14,Thu,afternoon,Morning Sunrise Chai Lg,Brewed Chai tea,Astoria,Tea
40.00,16,10,16,14,Thu,afternoon,Traditional Blend Chai Rg,Brewed Chai tea,Hell's Kitchen,Tea
6.00,2,2,2,14,Thu,afternoon,Traditional Blend Chai Lg,Brewed Chai tea,Lower Manhattan,Tea
10.00,5,4,5,14,Thu,afternoon,Columbian Medium Roast Sm,Gourmet brewed coffee,Lower Manhattan,Coffee
22.50,9,7,9,14,Thu,afternoon,Columbian Medium Roast Rg,Gourmet brewed coffee,Astoria,Coffee
56.00,16,11,16,14,Thu,afternoon,Dark chocolate Rg,Hot chocolate,Astoria,Drinking Chocolate
36.00,12,8,12,14,Thu,afternoon,Ethiopia Rg,Gourmet brewed coffee,Hell's Kitchen,Coffee
27.90,9,5,9,14,Thu,afternoon,Jamaican Coffee River Rg,Premium brewed coffee,Hell's Kitchen,Coffee
24.00,8,6,8,15,Thu,afternoon,Lemon Grass Lg,Brewed herbal tea,Astoria,Tea
72.00,24,14,24,15,Thu,afternoon,Earl Grey Lg,Brewed Black tea,Lower Manhattan,Tea
45.00,18,12,18,15,Thu,afternoon,Morning Sunrise Chai Rg,Brewed Chai tea,Astoria,Tea
16.46,5,5,5,15,Thu,afternoon,Ginger Scone,Scone,Lower Manhattan,Bakery
18.00,6,6,6,15,Thu,afternoon,Oatmeal Scone,Scone,Hell's Kitchen,Bakery
67.50,18,15,18,15,Thu,afternoon,Cappuccino,Barista Espresso,Astoria,Coffee
27.00,9,6,9,15,Thu,afternoon,Our Old Time Diner Blend Lg,Drip coffee,Astoria,Coffee
100.00,25,17,25,15,Thu,afternoon,Morning Sunrise Chai Lg,Brewed Chai tea,Astoria,Tea
42.00,14,8,14,15,Thu,afternoon,Peppermint Lg,Brewed herbal tea,Hell's Kitchen,Tea
50.00,20,11,20,15,Thu,afternoon,Peppermint Rg,Brewed herbal tea,Lower Manhattan,Tea
35.00,14,8,14,15,Thu,afternoon,Our Old Time Diner Blend Rg,Drip coffee,Hell's Kitchen,Coffee
30.00,12,8,12,15,Thu,afternoon,Serenity Green Tea Rg,Brewed Green tea,Lower Manhattan,Tea
17.50,5,3,5,15,Thu,afternoon,Brazilian Lg,Organic brewed coffee,Hell's Kitchen,Coffee
10.50,3,3,3,15,Thu,afternoon,Ginger Biscotti,Biscotti,Hell's Kitchen,Bakery
27.50,11,9,11,15,Thu,afternoon,English Breakfast Rg,Brewed Black tea,Hell's Kitchen,Tea
61.25,25,14,25,16,Thu,evening,Jamaican Coffee River Sm,Premium brewed coffee,Lower Manhattan,Coffee
18.00,6,5,6,16,Thu,evening,Ouro Brasileiro shot,Barista Espresso,Lower Manhattan,Coffee
51.00,17,11,17,16,Thu,evening,Columbian Medium Roast Lg,Gourmet brewed coffee,Lower Manhattan,Coffee
32.50,13,9,13,16,Thu,evening,Morning Sunrise Chai Rg,Brewed Chai tea,Lower Manhattan,Tea
45.00,15,11,15,16,Thu,evening,Ethiopia Rg,Gourmet brewed coffee,Astoria,Coffee
36.00,9,5,9,16,Thu,evening,Morning Sunrise Chai Lg,Brewed Chai tea,Lower Manhattan,Tea
17.50,5,5,5,16,Thu,evening,Ginger Biscotti,Biscotti,Lower Manhattan,Bakery
52.70,17,12,17,16,Thu,evening,Spicy Eye Opener Chai Lg,Brewed Chai tea,Lower Manhattan,Tea
30.00,8,7,8,16,Thu,evening,Jamaican Coffee River Lg,Premium brewed coffee,Hell's Kitchen,Coffee
57.00,19,12,19,16,Thu,evening,Traditional Blend Chai Lg,Brewed Chai tea,Hell's Kitchen,Tea
71.25,19,13,19,16,Thu,evening,Latte,Barista Espresso,Astoria,Coffee
45.00,18,14,18,16,Thu,evening,Morning Sunrise Chai Rg,Brewed Chai tea,Astoria,Tea
40.00,16,9,16,16,Thu,evening,Traditional Blend Chai Rg,Brewed Chai tea,Lower Manhattan,Tea
16.25,5,5,5,16,Thu,evening,Hazelnut Biscotti,Biscotti,Lower Manhattan,Bakery
58.90,19,15,19,16,Thu,evening,Spicy Eye Opener Chai Lg,Brewed Chai tea,Hell's Kitchen,Tea
33.75,9,9,9,16,Thu,evening,Jumbo Savory Scone,Scone,Astoria,Bakery
24.00,12,6,12,16,Thu,evening,Our Old Time Diner Blend Sm,Drip coffee,Lower Manhattan,Coffee
95.00,20,12,20,16,Thu,evening,Sustainably Grown Organic Lg,Hot chocolate,Astoria,Drinking Chocolate
66.50,14,9,14,16,Thu,evening,Sustainably Grown Organic Lg,Hot chocolate,Hell's Kitchen,Drinking Chocolate
7.50,2,2,2,16,Thu,evening,Jumbo Savory Scone,Scone,Hell's Kitchen,Bakery
52.00,26,17,26,16,Thu,evening,Our Old Time Diner Blend Sm,Drip coffee,Astoria,Coffee
30.00,12,8,12,17,Thu,evening,Our Old Time Diner Blend Rg,Drip coffee,Astoria,Coffee
80.75,17,10,17,17,Thu,evening,Sustainably Grown Organic Lg,Hot chocolate,Hell's Kitchen,Drinking Chocolate
95.00,20,13,20,17,Thu,evening,Sustainably Grown Organic Lg,Hot chocolate,Astoria,Drinking Chocolate
72.00,18,10,18,17,Thu,evening,Morning Sunrise Chai Lg,Brewed Chai tea,Hell's Kitchen,Tea
28.00,8,6,8,17,Thu,evening,Ethiopia Lg,Gourmet brewed coffee,Hell's Kitchen,Coffee
31.50,9,9,9,17,Thu,evening,Ginger Biscotti,Biscotti,Astoria,Bakery
75.00,20,15,20,17,Thu,evening,Jamaican Coffee River Lg,Premium brewed coffee,Hell's Kitchen,Coffee
24.00,8,4,8,17,Thu,evening,Traditional Blend Chai Lg,Brewed Chai tea,Hell's Kitchen,Tea
71.30,23,16,23,17,Thu,evening,Spicy Eye Opener Chai Lg,Brewed Chai tea,Lower Manhattan,Tea
22.00,11,9,11,17,Thu,evening,Columbian Medium Roast Sm,Gourmet brewed coffee,Astoria,Coffee
21.00,6,6,6,17,Thu,evening,Croissant,Pastry,Astoria,Bakery
56.25,15,10,15,17,Thu,evening,Cappuccino,Barista Espresso,Lower Manhattan,Coffee
57.00,19,11,19,17,Thu,evening,Traditional Blend Chai Lg,Brewed Chai tea,Astoria,Tea
36.75,15,9,15,17,Thu,evening,Jamaican Coffee River Sm,Premium brewed coffee,Hell's Kitchen,Coffee
33.00,11,9,11,17,Thu,evening,Our Old Time Diner Blend Lg,Drip coffee,Hell's Kitchen,Coffee
48.00,16,11,16,17,Thu,evening,Serenity Green Tea Lg,Brewed Green tea,Hell's Kitchen,Tea
60.00,24,14,24,17,Thu,evening,Serenity Green Tea Rg,Brewed Green tea,Astoria,Tea
33.00,11,6,11,17,Thu,evening,English Breakfast Lg,Brewed Black tea,Lower Manhattan,Tea
75.00,20,12,20,17,Thu,evening,Cappuccino,Barista Espresso,Astoria,Coffee
24.50,7,7,7,17,Thu,evening,Ginger Biscotti,Biscotti,Lower Manhattan,Bakery
36.00,8,8,8,17,Thu,evening,Scottish Cream Scone ,Scone,Hell's Kitchen,Bakery
57.50,23,14,23,17,Thu,evening,Traditional Blend Chai Rg,Brewed Chai tea,Hell's Kitchen,Tea
26.25,7,7,7,17,Thu,evening,Almond Croissant,Pastry,Astoria,Bakery
60.00,16,10,16,17,Thu,evening,Sustainably Grown Organic Rg,Hot chocolate,Astoria,Drinking Chocolate
30.00,8,7,8,18,Thu,evening,Sustainably Grown Organic Rg,Hot chocolate,Lower Manhattan,Drinking Chocolate
17.60,8,5,8,18,Thu,evening,Ethiopia Sm,Gourmet brewed coffee,Lower Manhattan,Coffee
17.50,5,5,5,18,Thu,evening,Chocolate Chip Biscotti,Biscotti,Lower Manhattan,Bakery
42.50,17,13,17,18,Thu,evening,Serenity Green Tea Rg,Brewed Green tea,Astoria,Tea
22.50,5,5,5,18,Thu,evening,Scottish Cream Scone ,Scone,Astoria,Bakery
37.50,15,10,15,18,Thu,evening,Traditional Blend Chai Rg,Brewed Chai tea,Lower Manhattan,Tea
9.00,3,3,3,18,Thu,evening,Ouro Brasileiro shot,Barista Espresso,Lower Manhattan,Coffee
13.50,3,2,3,18,Thu,evening,Dark chocolate Lg,Hot chocolate,Lower Manhattan,Drinking Chocolate
13.50,3,3,3,18,Thu,evening,Scottish Cream Scone ,Scone,Lower Manhattan,Bakery
72.00,24,18,24,18,Thu,evening,Traditional Blend Chai Lg,Brewed Chai tea,Astoria,Tea
26.95,11,9,11,18,Thu,evening,Jamaican Coffee River Sm,Premium brewed coffee,Lower Manhattan,Coffee
30.00,15,9,15,18,Thu,evening,Our Old Time Diner Blend Sm,Drip coffee,Hell's Kitchen,Coffee
75.00,25,19,25,18,Thu,evening,Our Old Time Diner Blend Lg,Drip coffee,Astoria,Coffee
33.75,9,9,9,18,Thu,evening,Chocolate Croissant,Pastry,Astoria,Bakery
37.50,15,10,15,18,Thu,evening,Morning Sunrise Chai Rg,Brewed Chai tea,Hell's Kitchen,Tea
28.50,6,4,6,18,Thu,evening,Sustainably Grown Organic Lg,Hot chocolate,Hell's Kitchen,Drinking Chocolate
36.00,12,8,12,18,Thu,evening,Columbian Medium Roast Lg,Gourmet brewed coffee,Hell's Kitchen,Coffee
36.00,12,9,12,18,Thu,evening,Ethiopia Rg,Gourmet brewed coffee,Astoria,Coffee
45.00,18,13,18,19,Thu,evening,English Breakfast Rg,Brewed Black tea,Astoria,Tea
80.00,20,13,20,19,Thu,evening,Morning Sunrise Chai Lg,Brewed Chai tea,Hell's Kitchen,Tea
22.75,7,7,7,19,Thu,evening,Cranberry Scone,Scone,Hell's Kitchen,Bakery
24.00,8,6,8,19,Thu,evening,Our Old Time Diner Blend Lg,Drip coffee,Astoria,Coffee
22.50,9,6,9,19,Thu,evening,Serenity Green Tea Rg,Brewed Green tea,Astoria,Tea
24.50,10,8,10,19,Thu,evening,Jamaican Coffee River Sm,Premium brewed coffee,Astoria,Coffee
21.00,6,5,6,19,Thu,evening,Ethiopia Lg,Gourmet brewed coffee,Hell's Kitchen,Coffee
31.00,10,7,10,19,Thu,evening,Jamaican Coffee River Rg,Premium brewed coffee,Hell's Kitchen,Coffee
33.00,11,11,11,19,Thu,evening,Oatmeal Scone,Scone,Astoria,Bakery
45.00,15,10,15,19,Thu,evening,Lemon Grass Lg,Brewed herbal tea,Astoria,Tea
42.50,17,11,17,19,Thu,evening,Our Old Time Diner Blend Rg,Drip coffee,Astoria,Coffee
27.50,11,8,11,19,Thu,evening,English Breakfast Rg,Brewed Black tea,Hell's Kitchen,Tea
35.00,10,7,10,19,Thu,evening,Dark chocolate Rg,Hot chocolate,Hell's Kitchen,Drinking Chocolate
67.50,18,10,18,19,Thu,evening,Jamaican Coffee River Lg,Premium brewed coffee,Astoria,Coffee
128.25,27,16,27,07,Fri,morning,Sustainably Grown Organic Lg,Hot chocolate,Lower Manhattan,Drinking Chocolate
72.50,29,16,29,07,Fri,morning,Our Old Time Diner Blend Rg,Drip coffee,Lower Manhattan,Coffee
66.50,19,11,19,07,Fri,morning,Dark chocolate Rg,Hot chocolate,Lower Manhattan,Drinking Chocolate
77.50,31,21,31,08,Fri,morning,Peppermint Rg,Brewed herbal tea,Hell's Kitchen,Tea
78.00,26,17,26,08,Fri,morning,Espresso shot,Barista Espresso,Hell's Kitchen,Coffee
45.00,15,10,15,08,Fri,morning,Lemon Grass Lg,Brewed herbal tea,Lower Manhattan,Tea
63.75,17,17,17,08,Fri,morning,Almond Croissant,Pastry,Hell's Kitchen,Bakery
63.00,21,14,21,08,Fri,morning,Ethiopia Rg,Gourmet brewed coffee,Lower Manhattan,Coffee
108.00,36,22,36,09,Fri,morning,Serenity Green Tea Lg,Brewed Green tea,Lower Manhattan,Tea
70.00,20,20,20,10,Fri,morning,Croissant,Pastry,Hell's Kitchen,Bakery
48.00,16,10,16,10,Fri,morning,Ethiopia Rg,Gourmet brewed coffee,Lower Manhattan,Coffee
48.75,13,13,13,10,Fri,morning,Jumbo Savory Scone,Scone,Hell's Kitchen,Bakery
57.50,23,16,23,10,Fri,morning,Morning Sunrise Chai Rg,Brewed Chai tea,Hell's Kitchen,Tea
32.50,13,9,13,11,Fri,morning,Morning Sunrise Chai Rg,Brewed Chai tea,Lower Manhattan,Tea
35.00,14,11,14,11,Fri,morning,Lemon Grass Rg,Brewed herbal tea,Astoria,Tea
60.00,20,13,20,11,Fri,morning,Columbian Medium Roast Lg,Gourmet brewed coffee,Hell's Kitchen,Coffee
35.00,14,10,14,11,Fri,morning,Traditional Blend Chai Rg,Brewed Chai tea,Lower Manhattan,Tea
52.50,21,13,21,11,Fri,morning,Earl Grey Rg,Brewed Black tea,Astoria,Tea
38.50,11,7,11,11,Fri,morning,Ethiopia Lg,Gourmet brewed coffee,Lower Manhattan,Coffee
72.00,16,11,16,11,Fri,morning,Dark chocolate Lg,Hot chocolate,Astoria,Drinking Chocolate
20.00,8,7,8,11,Fri,morning,Traditional Blend Chai Rg,Brewed Chai tea,Hell's Kitchen,Tea
37.50,15,9,15,11,Fri,morning,Serenity Green Tea Rg,Brewed Green tea,Hell's Kitchen,Tea
36.00,12,9,12,11,Fri,morning,Espresso shot,Barista Espresso,Hell's Kitchen,Coffee
24.50,7,7,7,11,Fri,morning,Croissant,Pastry,Lower Manhattan,Bakery
9.00,3,2,3,11,Fri,morning,Espresso shot,Barista Espresso,Astoria,Coffee
15.00,4,4,4,11,Fri,morning,Jumbo Savory Scone,Scone,Hell's Kitchen,Bakery
68.00,16,12,16,11,Fri,morning,Cappuccino Lg,Barista Espresso,Hell's Kitchen,Coffee
30.00,12,6,12,11,Fri,morning,Peppermint Rg,Brewed herbal tea,Lower Manhattan,Tea
57.00,19,13,19,11,Fri,morning,Espresso shot,Barista Espresso,Lower Manhattan,Coffee
35.00,10,7,10,11,Fri,morning,Dark chocolate Rg,Hot chocolate,Astoria,Drinking Chocolate
22.00,11,7,11,11,Fri,morning,Our Old Time Diner Blend Sm,Drip coffee,Hell's Kitchen,Coffee
18.60,6,5,6,11,Fri,morning,Jamaican Coffee River Rg,Premium brewed coffee,Lower Manhattan,Coffee
30.00,8,8,8,11,Fri,morning,Chocolate Croissant,Pastry,Lower Manhattan,Bakery
42.75,9,7,9,12,Fri,afternoon,Sustainably Grown Organic Lg,Hot chocolate,Astoria,Drinking Chocolate
36.00,12,8,12,12,Fri,afternoon,English Breakfast Lg,Brewed Black tea,Hell's Kitchen,Tea
51.00,17,13,17,12,Fri,afternoon,Brazilian Rg,Organic brewed coffee,Lower Manhattan,Coffee
32.15,11,8,11,12,Fri,afternoon,Ginger Scone,Scone,Lower Manhattan,Bakery
48.75,13,7,13,12,Fri,afternoon,Latte,Barista Espresso,Lower Manhattan,Coffee
26.25,7,5,7,12,Fri,afternoon,Cappuccino,Barista Espresso,Hell's Kitchen,Coffee
49.00,14,10,14,12,Fri,afternoon,Ethiopia Lg,Gourmet brewed coffee,Hell's Kitchen,Coffee
25.50,10,6,10,12,Fri,afternoon,Spicy Eye Opener Chai Rg,Brewed Chai tea,Lower Manhattan,Tea
42.00,14,11,14,12,Fri,afternoon,Brazilian Rg,Organic brewed coffee,Astoria,Coffee
40.00,16,11,16,12,Fri,afternoon,Peppermint Rg,Brewed herbal tea,Hell's Kitchen,Tea
22.00,10,8,10,12,Fri,afternoon,Brazilian Sm,Organic brewed coffee,Lower Manhattan,Coffee
17.50,5,5,5,12,Fri,afternoon,Croissant,Pastry,Lower Manhattan,Bakery
45.00,15,9,15,12,Fri,afternoon,Serenity Green Tea Lg,Brewed Green tea,Hell's Kitchen,Tea
40.30,13,8,13,12,Fri,afternoon,Jamaican Coffee River Rg,Premium brewed coffee,Hell's Kitchen,Coffee
22.50,6,4,6,12,Fri,afternoon,Jamaican Coffee River Lg,Premium brewed coffee,Hell's Kitchen,Coffee
25.00,10,6,10,12,Fri,afternoon,Serenity Green Tea Rg,Brewed Green tea,Lower Manhattan,Tea
85.50,19,11,19,12,Fri,afternoon,Dark chocolate Lg,Hot chocolate,Astoria,Drinking Chocolate
16.00,8,6,8,12,Fri,afternoon,Columbian Medium Roast Sm,Gourmet brewed coffee,Hell's Kitchen,Coffee
54.00,18,13,18,12,Fri,afternoon,Peppermint Lg,Brewed herbal tea,Astoria,Tea
49.00,14,10,14,12,Fri,afternoon,Brazilian Lg,Organic brewed coffee,Astoria,Coffee
37.50,10,9,10,12,Fri,afternoon,Jamaican Coffee River Lg,Premium brewed coffee,Lower Manhattan,Coffee
19.50,6,6,6,12,Fri,afternoon,Ginger Scone,Scone,Astoria,Bakery
57.50,23,11,23,12,Fri,afternoon,Morning Sunrise Chai Rg,Brewed Chai tea,Lower Manhattan,Tea
24.50,7,7,7,12,Fri,afternoon,Ginger Biscotti,Biscotti,Lower Manhattan,Bakery
10.00,4,3,4,12,Fri,afternoon,English Breakfast Rg,Brewed Black tea,Hell's Kitchen,Tea
21.00,6,6,6,12,Fri,afternoon,Ginger Biscotti,Biscotti,Hell's Kitchen,Bakery
85.00,20,13,20,12,Fri,afternoon,Latte Rg,Barista Espresso,Astoria,Coffee
13.50,3,3,3,12,Fri,afternoon,Scottish Cream Scone ,Scone,Hell's Kitchen,Bakery
34.00,8,5,8,12,Fri,afternoon,Latte Rg,Barista Espresso,Hell's Kitchen,Coffee
17.85,7,6,7,13,Fri,afternoon,Spicy Eye Opener Chai Rg,Brewed Chai tea,Astoria,Tea
33.00,15,10,15,13,Fri,afternoon,Ethiopia Sm,Gourmet brewed coffee,Hell's Kitchen,Coffee
42.00,21,12,21,13,Fri,afternoon,Our Old Time Diner Blend Sm,Drip coffee,Astoria,Coffee
30.00,12,7,12,13,Fri,afternoon,Lemon Grass Rg,Brewed herbal tea,Lower Manhattan,Tea
42.50,17,10,17,13,Fri,afternoon,Traditional Blend Chai Rg,Brewed Chai tea,Hell's Kitchen,Tea
21.00,6,6,6,13,Fri,afternoon,Chocolate Chip Biscotti,Biscotti,Astoria,Bakery
48.00,16,11,16,13,Fri,afternoon,Peppermint Lg,Brewed herbal tea,Hell's Kitchen,Tea
57.50,23,15,23,13,Fri,afternoon,Our Old Time Diner Blend Rg,Drip coffee,Astoria,Coffee
22.50,9,7,9,13,Fri,afternoon,Our Old Time Diner Blend Rg,Drip coffee,Hell's Kitchen,Coffee
24.50,10,9,10,13,Fri,afternoon,Jamaican Coffee River Sm,Premium brewed coffee,Astoria,Coffee
41.25,11,8,11,13,Fri,afternoon,Latte,Barista Espresso,Hell's Kitchen,Coffee
17.50,5,5,5,13,Fri,afternoon,Ginger Biscotti,Biscotti,Astoria,Bakery
37.40,17,10,17,13,Fri,afternoon,Ethiopia Sm,Gourmet brewed coffee,Astoria,Coffee
38.00,8,6,8,13,Fri,afternoon,Sustainably Grown Organic Lg,Hot chocolate,Hell's Kitchen,Drinking Chocolate
46.50,15,10,15,13,Fri,afternoon,Spicy Eye Opener Chai Lg,Brewed Chai tea,Hell's Kitchen,Tea
14.00,4,4,4,13,Fri,afternoon,Croissant,Pastry,Hell's Kitchen,Bakery
25.00,10,9,10,13,Fri,afternoon,Morning Sunrise Chai Rg,Brewed Chai tea,Hell's Kitchen,Tea
17.50,7,5,7,13,Fri,afternoon,Morning Sunrise Chai Rg,Brewed Chai tea,Astoria,Tea
37.20,12,9,12,14,Fri,afternoon,Jamaican Coffee River Rg,Premium brewed coffee,Hell's Kitchen,Coffee
60.00,16,8,16,14,Fri,afternoon,Latte,Barista Espresso,Lower Manhattan,Coffee
